year,month,ts,fishery,metric,units,value,se
2007,5,222,9,catch,1,1441.617,0.01
2007,8,223,9,catch,1,873,0.01
2007,11,224,9,catch,1,1352.986,0.01
2008,2,225,9,catch,1,620.133,0.01
2008,5,226,9,catch,1,525.312,0.01
2008,8,227,9,catch,1,1813.7,0.01
2008,11,228,9,catch,1,2162.148,0.01
2009,2,229,9,catch,1,714.889,0.01
2009,5,230,9,catch,1,793.83,0.01
2009,8,231,9,catch,1,1659.3,0.01
2009,11,232,9,catch,1,1811.951,0.01
2010,2,233,9,catch,1,2026.515,0.01
2010,5,234,9,catch,1,1678.461,0.01
2010,8,235,9,catch,1,2637.1,0.01
2010,11,236,9,catch,1,2400.514,0.01
2011,2,237,9,catch,1,643.77,0.01
2011,5,238,9,catch,1,404.816,0.01
2011,8,239,9,catch,1,1146.222,0.01
2011,11,240,9,catch,1,1210.472,0.01
2012,2,241,9,catch,1,1383.753,0.01
2012,5,242,9,catch,1,1677.173,0.01
2012,8,243,9,catch,1,2759.3,0.01
2012,11,244,9,catch,1,2623.928,0.01
2013,2,245,9,catch,1,2901.5,0.01
2013,5,246,9,catch,1,1948.312,0.01
2013,8,247,9,catch,1,2227.4,0.01
2013,11,248,9,catch,1,1995.546,0.01
2014,2,249,9,catch,1,1925.13,0.01
2014,5,250,9,catch,1,2425.7,0.01
2014,8,251,9,catch,1,3608.335,0.01
2014,11,252,9,catch,1,2139.64,0.01
2015,2,253,9,catch,1,1833.6,0.01
2015,5,254,9,catch,1,2355.067,0.01
2015,8,255,9,catch,1,3589.6,0.01
2015,11,256,9,catch,1,2922.9,0.01
2016,2,257,9,catch,1,2956.44,0.01
2016,5,258,9,catch,1,4008.582,0.01
2016,8,259,9,catch,1,1849.4,0.01
2016,11,260,9,catch,1,2335.038,0.01
2017,2,261,9,catch,1,2470.313,0.01
2017,5,262,9,catch,1,1600.646,0.01
2017,8,263,9,catch,1,3423.7,0.01
2017,11,264,9,catch,1,2307.558,0.01
2018,2,265,9,catch,1,1887.724,0.01
2018,5,266,9,catch,1,3280,0.01
2018,8,267,9,catch,1,3045.1,0.01
2018,11,268,9,catch,1,3115.471,0.01
1970,2,73,10,catch,1,741.8,0.01
1970,5,74,10,catch,1,741.8,0.01
1970,8,75,10,catch,1,741.8,0.01
1970,11,76,10,catch,1,741.8,0.01
1971,2,77,10,catch,1,818.8,0.01
1971,5,78,10,catch,1,818.8,0.01
1971,8,79,10,catch,1,818.8,0.01
1971,11,80,10,catch,1,818.8,0.01
1972,2,81,10,catch,1,927.8,0.01
1972,5,82,10,catch,1,927.8,0.01
1972,8,83,10,catch,1,927.8,0.01
1972,11,84,10,catch,1,927.8,0.01
1973,2,85,10,catch,1,1095.8,0.01
1973,5,86,10,catch,1,1095.8,0.01
1973,8,87,10,catch,1,1095.8,0.01
1973,11,88,10,catch,1,1095.8,0.01
1974,2,89,10,catch,1,1231.7,0.01
1974,5,90,10,catch,1,1231.7,0.01
1974,8,91,10,catch,1,1231.7,0.01
1974,11,92,10,catch,1,1231.7,0.01
1975,2,93,10,catch,1,1273.9,0.01
1975,5,94,10,catch,1,1273.9,0.01
1975,8,95,10,catch,1,1273.9,0.01
1975,11,96,10,catch,1,1273.9,0.01
1976,2,97,10,catch,1,1028.9,0.01
1976,5,98,10,catch,1,1028.9,0.01
1976,8,99,10,catch,1,1028.9,0.01
1976,11,100,10,catch,1,1028.9,0.01
1977,2,101,10,catch,1,1448.2,0.01
1977,5,102,10,catch,1,1448.2,0.01
1977,8,103,10,catch,1,1448.2,0.01
1977,11,104,10,catch,1,1448.2,0.01
1978,2,105,10,catch,1,938.7,0.01
1978,5,106,10,catch,1,938.7,0.01
1978,8,107,10,catch,1,938.7,0.01
1978,11,108,10,catch,1,938.7,0.01
1979,2,109,10,catch,1,1118,0.01
1979,5,110,10,catch,1,1118,0.01
1979,8,111,10,catch,1,1118.4,0.01
1979,11,112,10,catch,1,1118.2,0.01
1980,2,113,10,catch,1,973.6,0.01
1980,5,114,10,catch,1,973.6,0.01
1980,8,115,10,catch,1,962,0.01
1980,11,116,10,catch,1,985.4,0.01
1981,2,117,10,catch,1,1221,0.01
1981,5,118,10,catch,1,1221,0.01
1981,8,119,10,catch,1,1171.5,0.01
1981,11,120,10,catch,1,1221,0.01
1982,2,121,10,catch,1,1117.1,0.01
1982,5,122,10,catch,1,1061.6,0.01
1982,8,123,10,catch,1,1117.1,0.01
1982,11,124,10,catch,1,1117.1,0.01
1983,2,125,10,catch,1,1300.8,0.01
1983,5,126,10,catch,1,1300.8,0.01
1983,8,127,10,catch,1,1300.8,0.01
1983,11,128,10,catch,1,1300.8,0.01
1984,2,129,10,catch,1,1384.5,0.01
1984,5,130,10,catch,1,1384.5,0.01
1984,8,131,10,catch,1,1384.5,0.01
1984,11,132,10,catch,1,1384.5,0.01
1985,2,133,10,catch,1,1514.5,0.01
1985,5,134,10,catch,1,1572.9,0.01
1985,8,135,10,catch,1,1572.9,0.01
1985,11,136,10,catch,1,1572.9,0.01
1986,2,137,10,catch,1,1622.1,0.01
1986,5,138,10,catch,1,1622,0.01
1986,8,139,10,catch,1,1622,0.01
1986,11,140,10,catch,1,1622.1,0.01
1987,2,141,10,catch,1,1473.1,0.01
1987,5,142,10,catch,1,1473.1,0.01
1987,8,143,10,catch,1,1473.1,0.01
1987,11,144,10,catch,1,1473.1,0.01
1988,2,145,10,catch,1,1700.9,0.01
1988,5,146,10,catch,1,1700.9,0.01
1988,8,147,10,catch,1,1652.3,0.01
1988,11,148,10,catch,1,1700.9,0.01
1989,2,149,10,catch,1,1956.6,0.01
1989,5,150,10,catch,1,2014.6,0.01
1989,8,151,10,catch,1,1912.3,0.01
1989,11,152,10,catch,1,1912.3,0.01
1990,2,153,10,catch,1,2125.9,0.01
1990,5,154,10,catch,1,2125.5,0.01
1990,8,155,10,catch,1,2125.4,0.01
1990,11,156,10,catch,1,2125.5,0.01
1991,2,157,10,catch,1,2402.7,0.01
1991,5,158,10,catch,1,2402.7,0.01
1991,8,159,10,catch,1,2402.7,0.01
1991,11,160,10,catch,1,2402.7,0.01
1992,2,161,10,catch,1,1553.2,0.01
1992,5,162,10,catch,1,1553.3,0.01
1992,8,163,10,catch,1,1553.3,0.01
1992,11,164,10,catch,1,1553.3,0.01
1993,2,165,10,catch,1,1433.2,0.01
1993,5,166,10,catch,1,1433.2,0.01
1993,8,167,10,catch,1,1433.2,0.01
1993,11,168,10,catch,1,1433.2,0.01
1994,2,169,10,catch,1,2060.7,0.01
1994,5,170,10,catch,1,2060.7,0.01
1994,8,171,10,catch,1,2060.7,0.01
1994,11,172,10,catch,1,2060.7,0.01
1995,2,173,10,catch,1,2196.8,0.01
1995,5,174,10,catch,1,2196.8,0.01
1995,8,175,10,catch,1,2196.9,0.01
1995,11,176,10,catch,1,2196.8,0.01
1996,2,177,10,catch,1,2662.4,0.01
1996,5,178,10,catch,1,2662.5,0.01
1996,8,179,10,catch,1,2662.4,0.01
1996,11,180,10,catch,1,2662.4,0.01
1997,2,181,10,catch,1,2268.5,0.01
1997,5,182,10,catch,1,2268.6,0.01
1997,8,183,10,catch,1,2268.5,0.01
1997,11,184,10,catch,1,2268.5,0.01
1998,2,185,10,catch,1,2903.5,0.01
1998,5,186,10,catch,1,2903.6,0.01
1998,8,187,10,catch,1,2903.6,0.01
1998,11,188,10,catch,1,2903.6,0.01
1999,2,189,10,catch,1,2338.4,0.01
1999,5,190,10,catch,1,2338.4,0.01
1999,8,191,10,catch,1,2338.4,0.01
1999,11,192,10,catch,1,2338.4,0.01
2000,2,193,10,catch,1,3061.4,0.01
2000,5,194,10,catch,1,3061.4,0.01
2000,8,195,10,catch,1,3061.4,0.01
2000,11,196,10,catch,1,3061.4,0.01
2001,2,197,10,catch,1,2665.8,0.01
2001,5,198,10,catch,1,2665.7,0.01
2001,8,199,10,catch,1,2665.8,0.01
2001,11,200,10,catch,1,2665.8,0.01
2002,2,201,10,catch,1,2425.2,0.01
2002,5,202,10,catch,1,2425.3,0.01
2002,8,203,10,catch,1,2425.4,0.01
2002,11,204,10,catch,1,2425.3,0.01
2003,2,205,10,catch,1,2667.7,0.01
2003,5,206,10,catch,1,2667.8,0.01
2003,8,207,10,catch,1,2667.8,0.01
2003,11,208,10,catch,1,2667.8,0.01
2004,2,209,10,catch,1,3134.5,0.01
2004,5,210,10,catch,1,3134.5,0.01
2004,8,211,10,catch,1,3134.6,0.01
2004,11,212,10,catch,1,3134.5,0.01
2005,2,213,10,catch,1,1748.6,0.01
2005,5,214,10,catch,1,1748.7,0.01
2005,8,215,10,catch,1,1748.7,0.01
2005,11,216,10,catch,1,1748.7,0.01
2006,2,217,10,catch,1,1832.8,0.01
2006,5,218,10,catch,1,1832.8,0.01
2006,8,219,10,catch,1,1832.7,0.01
2006,11,220,10,catch,1,1832.8,0.01
2007,2,221,10,catch,1,1594.3,0.01
2007,5,222,10,catch,1,1594.3,0.01
2007,8,223,10,catch,1,1594.3,0.01
2007,11,224,10,catch,1,1594.2,0.01
2008,2,225,10,catch,1,1535.9,0.01
2008,5,226,10,catch,1,1536,0.01
2008,8,227,10,catch,1,1535.9,0.01
2008,11,228,10,catch,1,1536.1,0.01
2009,2,229,10,catch,1,1769.8,0.01
2009,5,230,10,catch,1,1769.8,0.01
2009,8,231,10,catch,1,1770,0.01
2009,11,232,10,catch,1,1769.9,0.01
2010,2,233,10,catch,1,1415.1,0.01
2010,5,234,10,catch,1,1415.1,0.01
2010,8,235,10,catch,1,1415.2,0.01
2010,11,236,10,catch,1,1415.3,0.01
2011,2,237,10,catch,1,1626.4,0.01
2011,5,238,10,catch,1,1626.3,0.01
2011,8,239,10,catch,1,1626.3,0.01
2011,11,240,10,catch,1,1626.2,0.01
2012,2,241,10,catch,1,3314.4,0.01
2012,5,242,10,catch,1,3314.4,0.01
2012,8,243,10,catch,1,3314.4,0.01
2012,11,244,10,catch,1,3314.5,0.01
2013,2,245,10,catch,1,3298,0.01
2013,5,246,10,catch,1,3298.1,0.01
2013,8,247,10,catch,1,3298.2,0.01
2013,11,248,10,catch,1,3298.2,0.01
2014,2,249,10,catch,1,3529.8,0.01
2014,5,250,10,catch,1,3529.8,0.01
2014,8,251,10,catch,1,3529.8,0.01
2014,11,252,10,catch,1,3529.7,0.01
2015,2,253,10,catch,1,3230.4,0.01
2015,5,254,10,catch,1,3230.6,0.01
2015,8,255,10,catch,1,3230.5,0.01
2015,11,256,10,catch,1,3230.4,0.01
2016,2,257,10,catch,1,5377.1,0.01
2016,5,258,10,catch,1,5376.9,0.01
2016,8,259,10,catch,1,5376.8,0.01
2016,11,260,10,catch,1,5376.9,0.01
2017,2,261,10,catch,1,2520.3,0.01
2017,5,262,10,catch,1,2520.3,0.01
2017,8,263,10,catch,1,2520.3,0.01
2017,11,264,10,catch,1,2520.3,0.01
2018,2,265,10,catch,1,3208.5,0.01
2018,5,266,10,catch,1,3208.4,0.01
2018,8,267,10,catch,1,3208.4,0.01
2018,11,268,10,catch,1,3208.3,0.01
1970,2,73,11,catch,1,29.8,0.01
1970,5,74,11,catch,1,29.8,0.01
1970,8,75,11,catch,1,29.8,0.01
1970,11,76,11,catch,1,29.8,0.01
1971,2,77,11,catch,1,33.2,0.01
1971,5,78,11,catch,1,33.2,0.01
1971,8,79,11,catch,1,33.2,0.01
1971,11,80,11,catch,1,33.2,0.01
1972,2,81,11,catch,1,34.5,0.01
1972,5,82,11,catch,1,34.5,0.01
1972,8,83,11,catch,1,34.5,0.01
1972,11,84,11,catch,1,34.5,0.01
1973,2,85,11,catch,1,41.3,0.01
1973,5,86,11,catch,1,41.3,0.01
1973,8,87,11,catch,1,41.3,0.01
1973,11,88,11,catch,1,41.3,0.01
1974,2,89,11,catch,1,47.8,0.01
1974,5,90,11,catch,1,47.8,0.01
1974,8,91,11,catch,1,47.8,0.01
1974,11,92,11,catch,1,47.8,0.01
1975,2,93,11,catch,1,48.8,0.01
1975,5,94,11,catch,1,48.8,0.01
1975,8,95,11,catch,1,48.8,0.01
1975,11,96,11,catch,1,48.8,0.01
1976,2,97,11,catch,1,41.3,0.01
1976,5,98,11,catch,1,41.3,0.01
1976,8,99,11,catch,1,41.3,0.01
1976,11,100,11,catch,1,41.3,0.01
1977,2,101,11,catch,1,58.3,0.01
1977,5,102,11,catch,1,58.3,0.01
1977,8,103,11,catch,1,58.3,0.01
1977,11,104,11,catch,1,58.3,0.01
1978,2,105,11,catch,1,35.3,0.01
1978,5,106,11,catch,1,35.3,0.01
1978,8,107,11,catch,1,35.3,0.01
1978,11,108,11,catch,1,35.3,0.01
1979,2,109,11,catch,1,45.2,0.01
1979,5,110,11,catch,1,45.2,0.01
1979,8,111,11,catch,1,45.2,0.01
1979,11,112,11,catch,1,45.2,0.01
1980,2,113,11,catch,1,41.3,0.01
1980,5,114,11,catch,1,41.3,0.01
1980,8,115,11,catch,1,41.3,0.01
1980,11,116,11,catch,1,41.3,0.01
1981,2,117,11,catch,1,45.5,0.01
1981,5,118,11,catch,1,45.5,0.01
1981,8,119,11,catch,1,45.5,0.01
1981,11,120,11,catch,1,45.5,0.01
1982,2,121,11,catch,1,42,0.01
1982,5,122,11,catch,1,42,0.01
1982,8,123,11,catch,1,42,0.01
1982,11,124,11,catch,1,42,0.01
1983,2,125,11,catch,1,45.8,0.01
1983,5,126,11,catch,1,45.8,0.01
1983,8,127,11,catch,1,45.8,0.01
1983,11,128,11,catch,1,45.8,0.01
1984,2,129,11,catch,1,65.7,0.01
1984,5,130,11,catch,1,65.7,0.01
1984,8,131,11,catch,1,65.7,0.01
1984,11,132,11,catch,1,65.7,0.01
1985,2,133,11,catch,1,74.3,0.01
1985,5,134,11,catch,1,74.3,0.01
1985,8,135,11,catch,1,74.3,0.01
1985,11,136,11,catch,1,74.3,0.01
1986,2,137,11,catch,1,76,0.01
1986,5,138,11,catch,1,76,0.01
1986,8,139,11,catch,1,76,0.01
1986,11,140,11,catch,1,76,0.01
1987,2,141,11,catch,1,65.5,0.01
1987,5,142,11,catch,1,65.5,0.01
1987,8,143,11,catch,1,65.5,0.01
1987,11,144,11,catch,1,65.5,0.01
1988,2,145,11,catch,1,78.8,0.01
1988,5,146,11,catch,1,78.8,0.01
1988,8,147,11,catch,1,78.8,0.01
1988,11,148,11,catch,1,78.8,0.01
1989,2,149,11,catch,1,85.8,0.01
1989,5,150,11,catch,1,85.8,0.01
1989,8,151,11,catch,1,85.8,0.01
1989,11,152,11,catch,1,85.8,0.01
1990,2,153,11,catch,1,111.2,0.01
1990,5,154,11,catch,1,111.2,0.01
1990,8,155,11,catch,1,111.2,0.01
1990,11,156,11,catch,1,111.2,0.01
1991,2,157,11,catch,1,124.8,0.01
1991,5,158,11,catch,1,124.8,0.01
1991,8,159,11,catch,1,124.8,0.01
1991,11,160,11,catch,1,124.8,0.01
1992,2,161,11,catch,1,83.3,0.01
1992,5,162,11,catch,1,83.3,0.01
1992,8,163,11,catch,1,83.3,0.01
1992,11,164,11,catch,1,83.3,0.01
1993,2,165,11,catch,1,82.3,0.01
1993,5,166,11,catch,1,82.3,0.01
1993,8,167,11,catch,1,82.3,0.01
1993,11,168,11,catch,1,82.3,0.01
1994,2,169,11,catch,1,117.8,0.01
1994,5,170,11,catch,1,117.8,0.01
1994,8,171,11,catch,1,117.8,0.01
1994,11,172,11,catch,1,117.8,0.01
1995,2,173,11,catch,1,131.7,0.01
1995,5,174,11,catch,1,131.7,0.01
1995,8,175,11,catch,1,131.7,0.01
1995,11,176,11,catch,1,131.7,0.01
1996,2,177,11,catch,1,161,0.01
1996,5,178,11,catch,1,161,0.01
1996,8,179,11,catch,1,161,0.01
1996,11,180,11,catch,1,161,0.01
1997,2,181,11,catch,1,194.3,0.01
1997,5,182,11,catch,1,194.3,0.01
1997,8,183,11,catch,1,194.3,0.01
1997,11,184,11,catch,1,194.3,0.01
1998,2,185,11,catch,1,181.3,0.01
1998,5,186,11,catch,1,181.3,0.01
1998,8,187,11,catch,1,181.3,0.01
1998,11,188,11,catch,1,181.3,0.01
1999,2,189,11,catch,1,120.8,0.01
1999,5,190,11,catch,1,120.8,0.01
1999,8,191,11,catch,1,120.8,0.01
1999,11,192,11,catch,1,120.8,0.01
2000,2,193,11,catch,1,209.5,0.01
2000,5,194,11,catch,1,209.5,0.01
2000,8,195,11,catch,1,209.5,0.01
2000,11,196,11,catch,1,209.5,0.01
2001,2,197,11,catch,1,162.5,0.01
2001,5,198,11,catch,1,162.5,0.01
2001,8,199,11,catch,1,162.5,0.01
2001,11,200,11,catch,1,162.5,0.01
2002,2,201,11,catch,1,156.5,0.01
2002,5,202,11,catch,1,156.5,0.01
2002,8,203,11,catch,1,156.5,0.01
2002,11,204,11,catch,1,156.5,0.01
2003,2,205,11,catch,1,192,0.01
2003,5,206,11,catch,1,192,0.01
2003,8,207,11,catch,1,192,0.01
2003,11,208,11,catch,1,192,0.01
2004,2,209,11,catch,1,163,0.01
2004,5,210,11,catch,1,163,0.01
2004,8,211,11,catch,1,163,0.01
2004,11,212,11,catch,1,163,0.01
2005,2,213,11,catch,1,188.3,0.01
2005,5,214,11,catch,1,188.3,0.01
2005,8,215,11,catch,1,188.3,0.01
2005,11,216,11,catch,1,188.3,0.01
2006,2,217,11,catch,1,160.3,0.01
2006,5,218,11,catch,1,160.3,0.01
2006,8,219,11,catch,1,160.3,0.01
2006,11,220,11,catch,1,160.3,0.01
2007,2,221,11,catch,1,148.8,0.01
2007,5,222,11,catch,1,148.8,0.01
2007,8,223,11,catch,1,148.8,0.01
2007,11,224,11,catch,1,148.8,0.01
2008,2,225,11,catch,1,185.7,0.01
2008,5,226,11,catch,1,185.7,0.01
2008,8,227,11,catch,1,185.7,0.01
2008,11,228,11,catch,1,185.7,0.01
2009,2,229,11,catch,1,121.3,0.01
2009,5,230,11,catch,1,121.3,0.01
2009,8,231,11,catch,1,121.3,0.01
2009,11,232,11,catch,1,121.3,0.01
2010,2,233,11,catch,1,125.5,0.01
2010,5,234,11,catch,1,125.5,0.01
2010,8,235,11,catch,1,125.5,0.01
2010,11,236,11,catch,1,125.5,0.01
2011,2,237,11,catch,1,167.3,0.01
2011,5,238,11,catch,1,167.3,0.01
2011,8,239,11,catch,1,167.3,0.01
2011,11,240,11,catch,1,167.3,0.01
2012,2,241,11,catch,1,434.8,0.01
2012,5,242,11,catch,1,434.8,0.01
2012,8,243,11,catch,1,434.8,0.01
2012,11,244,11,catch,1,434.8,0.01
2013,2,245,11,catch,1,309.5,0.01
2013,5,246,11,catch,1,309.5,0.01
2013,8,247,11,catch,1,309.5,0.01
2013,11,248,11,catch,1,309.5,0.01
2014,2,249,11,catch,1,698,0.01
2014,5,250,11,catch,1,698,0.01
2014,8,251,11,catch,1,698,0.01
2014,11,252,11,catch,1,698,0.01
2015,2,253,11,catch,1,891.8,0.01
2015,5,254,11,catch,1,891.8,0.01
2015,8,255,11,catch,1,891.8,0.01
2015,11,256,11,catch,1,891.8,0.01
2016,2,257,11,catch,1,684,0.01
2016,5,258,11,catch,1,684,0.01
2016,8,259,11,catch,1,684,0.01
2016,11,260,11,catch,1,684,0.01
2017,2,261,11,catch,1,795,0.01
2017,5,262,11,catch,1,795,0.01
2017,8,263,11,catch,1,795,0.01
2017,11,264,11,catch,1,795,0.01
2018,2,265,11,catch,1,379,0.01
2018,5,266,11,catch,1,379,0.01
2018,8,267,11,catch,1,379,0.01
2018,11,268,11,catch,1,379,0.01
1952,2,1,12,catch,1,259.8,0.01
1952,5,2,12,catch,1,259.8,0.01
1952,8,3,12,catch,1,259.8,0.01
1952,11,4,12,catch,1,259.8,0.01
1953,2,5,12,catch,1,154.8,0.01
1953,5,6,12,catch,1,154.8,0.01
1953,8,7,12,catch,1,154.8,0.01
1953,11,8,12,catch,1,154.8,0.01
1954,2,9,12,catch,1,90,0.01
1954,5,10,12,catch,1,90,0.01
1954,8,11,12,catch,1,90,0.01
1954,11,12,12,catch,1,90,0.01
1955,2,13,12,catch,1,71.3,0.01
1955,5,14,12,catch,1,71.3,0.01
1955,8,15,12,catch,1,71.3,0.01
1955,11,16,12,catch,1,71.3,0.01
1956,2,17,12,catch,1,226.9,0.01
1956,5,18,12,catch,1,226.9,0.01
1956,8,19,12,catch,1,226.9,0.01
1956,11,20,12,catch,1,226.9,0.01
1957,2,21,12,catch,1,12.3,0.01
1957,5,22,12,catch,1,12.3,0.01
1957,8,23,12,catch,1,12.3,0.01
1957,11,24,12,catch,1,12.3,0.01
1958,2,25,12,catch,1,12,0.01
1958,5,26,12,catch,1,12,0.01
1958,8,27,12,catch,1,12,0.01
1958,11,28,12,catch,1,12,0.01
1959,2,29,12,catch,1,9,0.01
1959,5,30,12,catch,1,9,0.01
1959,8,31,12,catch,1,9,0.01
1959,11,32,12,catch,1,9,0.01
1960,2,33,12,catch,1,14.6,0.01
1960,5,34,12,catch,1,14.6,0.01
1960,8,35,12,catch,1,14.6,0.01
1960,11,36,12,catch,1,14.6,0.01
1961,2,37,12,catch,1,15.8,0.01
1961,5,38,12,catch,1,15.8,0.01
1961,8,39,12,catch,1,15.8,0.01
1961,11,40,12,catch,1,15.8,0.01
1962,2,41,12,catch,1,43.2,0.01
1962,5,42,12,catch,1,43.2,0.01
1962,8,43,12,catch,1,43.2,0.01
1962,11,44,12,catch,1,43.2,0.01
1963,2,45,12,catch,1,1.5,0.01
1963,5,46,12,catch,1,1.5,0.01
1963,8,47,12,catch,1,1.5,0.01
1963,11,48,12,catch,1,1.5,0.01
1964,2,49,12,catch,1,57.8,0.01
1964,5,50,12,catch,1,57.8,0.01
1964,8,51,12,catch,1,57.8,0.01
1964,11,52,12,catch,1,57.8,0.01
1965,2,53,12,catch,1,50.3,0.01
1965,5,54,12,catch,1,50.3,0.01
1965,8,55,12,catch,1,50.3,0.01
1965,11,56,12,catch,1,50.3,0.01
1966,2,57,12,catch,1,2.3,0.01
1966,5,58,12,catch,1,2.3,0.01
1966,8,59,12,catch,1,2.3,0.01
1966,11,60,12,catch,1,2.3,0.01
1967,2,61,12,catch,1,15,0.01
1967,5,62,12,catch,1,15,0.01
1967,8,63,12,catch,1,15,0.01
1967,11,64,12,catch,1,15,0.01
1968,2,65,12,catch,1,45.8,0.01
1968,5,66,12,catch,1,45.8,0.01
1968,8,67,12,catch,1,45.8,0.01
1968,11,68,12,catch,1,45.8,0.01
1969,2,69,12,catch,1,12,0.01
1969,5,70,12,catch,1,12,0.01
1969,8,71,12,catch,1,12,0.01
1969,11,72,12,catch,1,12,0.01
1970,2,73,12,catch,1,21.4,0.01
1970,5,74,12,catch,1,21.4,0.01
1970,8,75,12,catch,1,21.4,0.01
1970,11,76,12,catch,1,21.4,0.01
1971,2,77,12,catch,1,7.5,0.01
1971,5,78,12,catch,1,48.1,0.01
1971,8,79,12,catch,1,59.8,0.01
1971,11,80,12,catch,1,7.5,0.01
1972,2,81,12,catch,1,0.5,0.01
1972,5,82,12,catch,1,20.6,0.01
1972,8,83,12,catch,1,51.6,0.01
1972,11,84,12,catch,1,0.5,0.01
1973,2,85,12,catch,1,1.1,0.01
1973,5,86,12,catch,1,7.4,0.01
1973,8,87,12,catch,1,10.9,0.01
1973,11,88,12,catch,1,1.1,0.01
1974,2,89,12,catch,1,6.3,0.01
1974,5,90,12,catch,1,42.1,0.01
1974,8,91,12,catch,1,105,0.01
1974,11,92,12,catch,1,6.3,0.01
1975,2,93,12,catch,1,1.2,0.01
1975,5,94,12,catch,1,53.3,0.01
1975,8,95,12,catch,1,72.9,0.01
1975,11,96,12,catch,1,1.2,0.01
1976,2,97,12,catch,1,4.5,0.01
1976,5,98,12,catch,1,75.6,0.01
1976,8,99,12,catch,1,82.2,0.01
1976,11,100,12,catch,1,4.5,0.01
1977,2,101,12,catch,1,2.6,0.01
1977,5,102,12,catch,1,110.5,0.01
1977,8,103,12,catch,1,44.1,0.01
1977,11,104,12,catch,1,2.6,0.01
1978,2,105,12,catch,1,4.2,0.01
1978,5,106,12,catch,1,226,0.01
1978,8,107,12,catch,1,84.2,0.01
1978,11,108,12,catch,1,4.2,0.01
1979,5,110,12,catch,1,92.7,0.01
1979,8,111,12,catch,1,228.3,0.01
1979,11,112,12,catch,1,3.9,0.01
1980,5,114,12,catch,1,134,0.01
1980,8,115,12,catch,1,32.4,0.01
1981,2,117,12,catch,1,0.5,0.01
1981,5,118,12,catch,1,80.4,0.01
1981,8,119,12,catch,1,62,0.01
1981,11,120,12,catch,1,0.5,0.01
1982,2,121,12,catch,1,4.8,0.01
1982,5,122,12,catch,1,75.2,0.01
1982,8,123,12,catch,1,80.3,0.01
1982,11,124,12,catch,1,4.8,0.01
1983,2,125,12,catch,1,1.5,0.01
1983,5,126,12,catch,1,97,0.01
1983,8,127,12,catch,1,138.1,0.01
1983,11,128,12,catch,1,3.2,0.01
1984,2,129,12,catch,1,6.8,0.01
1984,5,130,12,catch,1,90.7,0.01
1984,8,131,12,catch,1,156.5,0.01
1984,11,132,12,catch,1,6.8,0.01
1985,2,133,12,catch,1,11.8,0.01
1985,5,134,12,catch,1,439.3,0.01
1985,8,135,12,catch,1,226,0.01
1985,11,136,12,catch,1,17.6,0.01
1986,2,137,12,catch,1,5.2,0.01
1986,5,138,12,catch,1,446.8,0.01
1986,8,139,12,catch,1,184.4,0.01
1986,11,140,12,catch,1,24.1,0.01
1987,2,141,12,catch,1,22.5,0.01
1987,5,142,12,catch,1,368.7,0.01
1987,8,143,12,catch,1,170.2,0.01
1987,11,144,12,catch,1,24.3,0.01
1988,2,145,12,catch,1,17.5,0.01
1988,5,146,12,catch,1,258.2,0.01
1988,8,147,12,catch,1,43.3,0.01
1988,11,148,12,catch,1,13.7,0.01
1989,2,149,12,catch,1,48.9,0.01
1989,5,150,12,catch,1,430.3,0.01
1989,8,151,12,catch,1,225.4,0.01
1989,11,152,12,catch,1,42.3,0.01
1990,2,153,12,catch,1,14.5,0.01
1990,5,154,12,catch,1,340.5,0.01
1990,8,155,12,catch,1,231,0.01
1990,11,156,12,catch,1,14.4,0.01
1991,2,157,12,catch,1,6.3,0.01
1991,5,158,12,catch,1,548.4,0.01
1991,8,159,12,catch,1,233.3,0.01
1991,11,160,12,catch,1,9.9,0.01
1992,2,161,12,catch,1,8,0.01
1992,5,162,12,catch,1,338.4,0.01
1992,8,163,12,catch,1,253.6,0.01
1992,11,164,12,catch,1,9.1,0.01
1993,2,165,12,catch,1,7.2,0.01
1993,5,166,12,catch,1,304.2,0.01
1993,8,167,12,catch,1,727.9,0.01
1993,11,168,12,catch,1,7.2,0.01
1994,2,169,12,catch,1,0.8,0.01
1994,5,170,12,catch,1,559.8,0.01
1994,8,171,12,catch,1,342.5,0.01
1994,11,172,12,catch,1,64.4,0.01
1995,2,173,12,catch,1,26.3,0.01
1995,5,174,12,catch,1,889.9,0.01
1995,8,175,12,catch,1,457.7,0.01
1995,11,176,12,catch,1,28.2,0.01
1996,5,178,12,catch,1,449.3,0.01
1996,8,179,12,catch,1,336.8,0.01
1996,11,180,12,catch,1,1.5,0.01
1997,2,181,12,catch,1,0.7,0.01
1997,5,182,12,catch,1,714.9,0.01
1997,8,183,12,catch,1,269,0.01
1997,11,184,12,catch,1,0.5,0.01
1998,2,185,12,catch,1,12.3,0.01
1998,5,186,12,catch,1,337.8,0.01
1998,8,187,12,catch,1,73.3,0.01
1998,11,188,12,catch,1,41.4,0.01
1999,2,189,12,catch,1,5.4,0.01
1999,5,190,12,catch,1,615.8,0.01
1999,8,191,12,catch,1,304.3,0.01
1999,11,192,12,catch,1,37,0.01
2000,5,194,12,catch,1,979.1,0.01
2000,8,195,12,catch,1,208.1,0.01
2000,11,196,12,catch,1,1.8,0.01
2001,2,197,12,catch,1,4.7,0.01
2001,5,198,12,catch,1,608.2,0.01
